Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
2.485238589,15,7.5,-41.93999863,45.16872242
2.493203677,14.69999981,7.919999599,-42.11999893,45.30905757
2.501138248,14.46000004,7.799999714,-42.41999817,45.49052474
2.509072818,14.63999939,7.619999886,-42.71999741,45.79729423
2.517037906,14.88000011,7.259999752,-42.36000061,45.48067338
2.524941958,15.53999996,7.139999866,-42,45.3483318
2.532876529,15.65999985,7.259999752,-42,45.40862464
2.540780582,15.71999931,7.440000057,-41.70000076,45.18143471
2.548776187,15.8399992,7.799999714,-42.11999893,45.67099605
2.556771792,16.07999992,7.799999714,-42.29999924,45.92054364
2.564675845,15.71999931,7.799999714,-42.36000061,45.85115076
2.572671451,15.65999985,7.440000057,-42.54000092,45.93735815
2.580606021,15.53999996,7.199999809,-42.18000031,45.52454307
2.588540591,14.88000011,7.5,-42.11999893,45.29634327
2.596505679,14.88000011,7.5,-42.23999786,45.4079489
2.604409732,15.17999935,7.919999599,-42.11999893,45.46705493
2.612344302,15.29999924,7.859999657,-42.47999954,45.83033856
2.620248355,15.23999977,7.319999695,-42.23999786,45.49788356
2.628213443,15.77999973,7.619999886,-41.93999863,45.45367174
2.636209048,15.89999962,7.199999809,-42.05999756,45.53782362
2.644113101,16.02000046,7.319999695,-42,45.54363633
2.652047671,15.96000004,7.5,-42.05999756,45.60718141
2.659982242,15.96000004,7.379999638,-42,45.53225226
2.667916812,15.59999943,7.319999695,-41.45999908,44.8984844
2.6758819,15.8399992,7.379999638,-41.09999847,44.66071925
2.683785953,16.13999939,7.319999695,-40.97999954,44.64798247
2.691720523,16.02000046,7.139999866,-41.09999847,44.68590256
2.699655093,16.44000053,7.440000057,-42,45.71244052
2.707650699,15.89999962,7.379999638,-41.70000076,45.23454925
2.715615787,15.65999985,7.379999638,-41.93999863,45.3724969
2.723519839,15.47999954,7.5,-41.70000076,45.10842992
2.731515445,15,7.139999866,-41.15999985,44.38609225
2.739450015,15.05999947,7.079999924,-41.52000046,44.73075475
2.747384585,15.53999996,7.199999809,-41.21999741,44.63652968
2.755349673,15.8399992,7.319999695,-41.27999878,44.81658476
2.763253726,16.37999916,7.799999714,-41.81999969,45.58570766
2.771249332,16.73999977,8.340000153,-42.11999893,46.08554551
2.779183902,16.37999916,8.340000153,-42.23999786,46.06601127
2.787118472,16.55999947,8.220000267,-42.29999924,46.16375117
2.795114078,16.19999886,8.279999733,-42,45.77115203
2.802987613,15.96000004,7.799999714,-41.87999725,45.49171097
2.810983218,16.61999893,7.799999714,-42.47999954,46.27758335
2.818917789,16.31999969,7.559999943,-42.47999954,46.13075276
2.826852359,16.31999969,7.319999695,-43.02000046,46.59018378
2.834817447,16.44000053,7.079999924,-43.20000076,46.76152353
2.842721499,15.47999954,6.899999619,-42.47999954,45.73609889
2.85065607,15.47999954,6.899999619,-42.54000092,45.79183397
2.858560123,15.47999954,7.139999866,-42.18000031,45.49464155
2.866555728,15.71999931,7.440000057,-41.87999725,45.34761459
2.874551333,15.89999962,7.859999657,-42.18000031,45.75742572
2.882455386,16.02000046,8.519999504,-41.93999863,45.69676456
2.890420474,16.13999939,8.220000267,-41.45999908,45.24377867
2.898355044,15.89999962,8.220000267,-41.34000015,45.04857384
2.906289615,16.19999886,7.859999657,-41.27999878,45.03618386
2.914254703,16.5,7.319999695,-41.63999939,45.38415962
2.922158755,16.26000023,7.259999752,-42.41999817,46.00599361
2.930093326,15.96000004,7.199999809,-42.77999878,46.22434309
2.937997378,15.35999966,7.319999695,-42.84000015,46.09530994
2.945962466,14.63999939,7.679999828,-42.89999771,45.9752301
2.953958072,14.88000011,7.859999657,-42.47999954,45.69184128
2.961862124,15.29999924,7.980000019,-42.36000061,45.73991724
2.969796695,15.42000008,7.859999657,-41.93999863,45.37091008
2.977731265,15.89999962,7.619999886,-42,45.55078908
2.985665835,16.13999939,7.559999943,-42.11999893,45.73562604
2.993630923,16.02000046,7.559999943,-41.87999725,45.47227929
3.001534976,16.31999969,7.559999943,-42.23999786,45.90984
3.009469546,16.19999886,7.739999771,-42.47999954,46.11830353
3.017373599,15.59999943,7.859999657,-42.95999908,46.375652
3.025338687,15.47999954,7.739999771,-43.37999725,46.7050548
3.03336481,15.17999935,7.799999714,-43.73999786,46.95167504
3.041268863,14.81999969,7.679999828,-43.02000046,46.14472047
3.049264468,14.88000011,7.559999943,-42.77999878,45.92054331
3.057199039,15.05999947,7.739999771,-42.71999741,45.95333893
3.065133609,15.71999931,7.799999714,-42.18000031,45.68490779
3.073098697,16.31999969,7.919999599,-42.29999924,46.02563111
3.081002749,16.61999893,8.039999962,-41.57999802,45.49463923
3.088967837,16.55999947,7.919999599,-41.63999939,45.50658771
3.09687189,16.13999939,7.799999714,-42,45.66551846
3.104836978,16.26000023,7.919999599,-41.93999863,45.67359725
3.112863101,16.31999969,8.099999428,-42.54000092,46.27746815
3.120767154,16.37999916,8.220000267,-42.47999954,46.26470726
3.128701724,16.92000008,8.699999809,-42.18000031,46.27233326
3.136636294,16.5,8.460000038,-42,45.91101829
3.144601382,16.13999939,8.039999962,-42,45.70712395
3.152596988,16.02000046,7.739999771,-42,45.61302458
3.16050104,15.29999924,7.5,-42.47999954,45.76997201
3.168466128,15.29999924,7.259999752,-42.36000061,45.61981176
3.176461734,15.35999966,7.5,-42,45.34511649
3.184396304,15.59999943,7.5,-41.93999863,45.37150501
3.192361392,15.59999943,7.259999752,-41.93999863,45.33245045
3.200295962,15.47999954,7.379999638,-41.93999863,45.31068599
3.208230533,15.29999924,7.199999809,-42.47999954,45.72177091
3.216165103,15.23999977,7.379999638,-41.93999863,45.22925461
3.224130191,15.23999977,7.619999886,-41.75999832,45.10232201
3.232156314,15.23999977,7.559999943,-42.11999893,45.42582418
3.240090884,15.71999931,8.099999428,-42,45.57113526
3.248025455,15.29999924,8.220000267,-42.71999741,46.1156867
3.255990542,15.53999996,8.159999847,-42.65999985,46.1297386
3.263925113,15.89999962,8.340000153,-42.59999847,46.22905429
3.271890201,15.89999962,8.159999847,-42.18000031,45.80991171
3.279794253,16.19999886,7.980000019,-41.75999832,45.49744853
3.287759341,16.37999916,8.159999847,-41.57999802,45.42891376
3.295724429,16.31999969,8.220000267,-41.75999832,45.58298207
3.303658999,16.13999939,8.340000153,-42,45.76084771
3.311624087,16.26000023,8.220000267,-42,45.78161216
3.31952814,15.65999985,7.859999657,-42.41999817,45.89631177
3.327493228,15.35999966,7.919999599,-42.05999756,45.47196255
3.335397281,15.47999954,7.619999886,-42.05999756,45.46139218
3.343331851,15.29999924,7.799999714,-42,45.37543358
3.351357974,15.65999985,7.799999714,-41.45999908,45.00007905
3.359262027,15.89999962,7.619999886,-41.63999939,45.21906606
3.367257632,15.77999973,7.559999943,-41.45999908,45.00103904
3.375192203,16.02000046,7.619999886,-41.57999802,45.20620586
3.383126773,16.19999886,7.919999599,-42,45.70739936
3.391091861,15.96000004,7.739999771,-41.81999969,45.4262212
3.398995914,16.02000046,7.679999828,-41.63999939,45.2715403
3.406961001,15.71999931,7.739999771,-41.45999908,45.01063762
3.414865054,15.65999985,7.440000057,-41.57999802,45.04981056
3.422830142,15.65999985,7.5,-41.52000046,45.00440015
3.430856265,15.89999962,7.559999943,-41.70000076,45.26426461
3.438760318,16.37999916,7.559999943,-41.75999832,45.49016851
3.446694888,16.26000023,7.859999657,-41.21999741,45.00283756
3.454629458,16.44000053,7.859999657,-41.45999908,45.28779898
3.462594546,16.07999992,7.679999828,-41.52000046,45.18251025
3.470590152,15.59999943,7.319999695,-41.34000015,44.7876991
3.478494205,15.53999996,7.5,-42,45.40640482
3.486428775,15.35999966,7.619999886,-42.05999756,45.42067131
3.494393863,15.65999985,8.039999962,-42.23999786,45.76127855
3.502328433,15.77999973,8.340000153,-42.59999847,46.18791903
3.510293521,15.29999924,7.859999657,-42.29999924,45.6635468
3.518167056,15.29999924,7.619999886,-42.18000031,45.51161171
3.526162662,14.93999958,7.379999638,-42.47999954,45.63133072
